                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     58,                   1.91,                0.93634,                0.94313,                0.74311,                0.67209,                0.70687,                0.27981,                 1.9481,                0.90492,                0.95433,             0.00058925,             0.00058925,             0.00058925
                     59,                 1.8918,                0.91938,                0.94265,                0.74393,                0.67142,                0.70771,                0.28113,                  1.948,                0.90296,                 0.9542,              0.0005645,              0.0005645,              0.0005645
                     60,                 1.9017,                0.92011,                0.93843,                0.74144,                0.66768,                0.70674,                0.28059,                 1.9515,                0.90321,                0.95544,             0.00053975,             0.00053975,             0.00053975
                     61,                 1.8887,                0.91692,                0.93755,                0.74806,                0.67295,                0.71138,                0.28191,                 1.9457,                0.90292,                0.95518,               0.000515,               0.000515,               0.000515
                     62,                 1.8806,                0.90984,                0.93847,                0.73439,                0.67809,                 0.7076,                0.28154,                 1.9482,                 0.8995,                0.95519,             0.00049025,             0.00049025,             0.00049025
                     63,                 1.8741,                0.90371,                0.93475,                0.73946,                0.67384,                0.70864,                0.28388,                  1.942,                0.89481,                0.95531,              0.0004655,              0.0004655,              0.0004655
                     64,                 1.8732,                0.90016,                 0.9362,                0.75187,                0.67566,                0.71366,                0.28433,                 1.9407,                0.89096,                0.95418,             0.00044075,             0.00044075,             0.00044075
                     65,                 1.8684,                0.90236,                0.93375,                0.74375,                0.67595,                0.71151,                0.28371,                 1.9411,                0.89135,                0.95404,               0.000416,               0.000416,               0.000416
                     66,                 1.8581,                0.89815,                0.93435,                0.74725,                0.68083,                0.71517,                0.28568,                 1.9331,                0.89023,                0.95247,             0.00039125,             0.00039125,             0.00039125
                     67,                 1.8472,                0.89217,                0.93337,                0.74795,                0.67605,                0.71275,                0.28453,                 1.9387,                0.88527,                 0.9537,              0.0003665,              0.0003665,              0.0003665
                     68,                 1.8316,                0.88334,                 0.9283,                0.74924,                0.67746,                0.71341,                0.28547,                 1.9315,                0.88195,                0.95333,             0.00034175,             0.00034175,             0.00034175
                     69,                 1.8357,                0.88111,                0.92838,                0.74477,                0.68409,                0.71435,                 0.2856,                 1.9311,                0.88388,                0.95363,               0.000317,               0.000317,               0.000317
                     70,                 1.8234,                0.87294,                0.92524,                 0.7433,                0.67568,                0.71272,                0.28716,                 1.9324,                0.88079,                0.95389,             0.00029225,             0.00029225,             0.00029225
                     71,                 1.8047,                0.86786,                0.94398,                0.75389,                 0.6765,                0.71858,                 0.2948,                 1.8958,                0.87269,                0.95041,              0.0002675,              0.0002675,              0.0002675
                     72,                 1.7856,                0.85597,                0.93944,                 0.7523,                0.68338,                0.72307,                0.29708,                 1.8943,                0.87075,                0.95094,             0.00024275,             0.00024275,             0.00024275
                     73,                  1.768,                0.85004,                0.93664,                0.74889,                0.69228,                  0.724,                0.29931,                 1.8869,                 0.8677,                0.94968,               0.000218,               0.000218,               0.000218
                     74,                 1.7637,                0.84401,                0.93605,                0.75686,                0.68747,                0.72581,                0.30101,                 1.8825,                0.86162,                0.94913,             0.00019325,             0.00019325,             0.00019325
                     75,                 1.7474,                0.83863,                0.93139,                0.75798,                0.68658,                0.72665,                 0.3002,                 1.8828,                0.86107,                0.94956,              0.0001685,              0.0001685,              0.0001685
                     76,                 1.7406,                0.83794,                0.93562,                0.75887,                0.68663,                0.72514,                0.30059,                 1.8818,                0.85939,                0.94901,             0.00014375,             0.00014375,             0.00014375
                     77,                 1.7327,                 0.8275,                0.93148,                0.75981,                0.69089,                0.72718,                0.30208,                 1.8777,                0.85515,                  0.948,               0.000119,               0.000119,               0.000119
                     78,                 1.7308,                0.82936,                0.93103,                 0.7604,                0.69222,                0.72896,                0.30334,                 1.8733,                0.85393,                0.94698,              9.425e-05,              9.425e-05,              9.425e-05
                     79,                 1.7289,                0.82621,                0.92869,                0.75534,                0.69436,                0.73037,                0.30376,                 1.8763,                0.85431,                0.94787,               6.95e-05,               6.95e-05,               6.95e-05
                     80,                 1.7129,                0.81815,                0.92738,                 0.7584,                 0.6942,                0.73052,                0.30363,                 1.8755,                0.85264,                0.94764,              4.475e-05,              4.475e-05,              4.475e-05
