                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 2.3209,                 1.2425,                 1.0036,                0.64228,                0.56083,                0.58031,                0.20204,                 2.2195,                 1.1558,                0.98989,              0.0014307,              0.0014307,              0.0014307
                     25,                 2.3043,                 1.2322,                 1.0027,                0.65918,                0.58343,                0.59885,                0.21179,                 2.1838,                 1.1243,                0.98614,               0.001406,               0.001406,               0.001406
                     26,                 2.3024,                 1.2236,                0.99653,                  0.634,                0.57489,                 0.5818,                0.20299,                 2.2098,                 1.1351,                0.98693,              0.0013813,              0.0013813,              0.0013813
                     27,                 2.2995,                 1.2217,                0.99703,                0.67058,                0.58574,                0.60721,                0.21431,                 2.1951,                 1.1197,                0.98624,              0.0013565,              0.0013565,              0.0013565
                     28,                 2.2867,                 1.2132,                0.99632,                 0.6396,                0.57123,                 0.5859,                0.20496,                 2.2077,                 1.1476,                0.98795,              0.0013318,              0.0013318,              0.0013318
                     29,                 2.2835,                 1.2048,                 0.9926,                0.66318,                0.57692,                0.60425,                0.21424,                 2.1763,                 1.0979,                0.98188,               0.001307,               0.001307,               0.001307
                     30,                 2.2729,                 1.2045,                0.99009,                0.66439,                0.57926,                0.60409,                0.21408,                 2.1758,                 1.1108,                0.98072,              0.0012822,              0.0012822,              0.0012822
                     31,                 2.2641,                 1.1909,                0.98994,                0.66093,                0.58241,                0.60723,                0.21668,                 2.1579,                 1.1095,                0.97541,              0.0012575,              0.0012575,              0.0012575
                     32,                 2.2611,                 1.1934,                0.98512,                0.67395,                0.58764,                0.61408,                 0.2196,                 2.1524,                 1.1074,                0.97399,              0.0012328,              0.0012328,              0.0012328
                     33,                 2.2511,                 1.1889,                0.98605,                0.67391,                0.59068,                 0.6124,                0.21991,                 2.1641,                 1.0958,                0.97881,               0.001208,               0.001208,               0.001208
                     34,                  2.238,                 1.1771,                0.98264,                0.66764,                0.60191,                0.61879,                0.22698,                 2.1289,                 1.0878,                0.97255,              0.0011833,              0.0011833,              0.0011833
                     35,                 2.2346,                 1.1658,                0.98396,                0.66809,                0.59762,                0.61626,                0.22359,                 2.1395,                 1.0941,                0.97455,              0.0011585,              0.0011585,              0.0011585
                     36,                 2.2312,                 1.1682,                0.98496,                0.66602,                0.58485,                0.61591,                0.22229,                 2.1359,                 1.0959,                 0.9709,              0.0011337,              0.0011337,              0.0011337
                     37,                 2.2297,                 1.1624,                0.98069,                0.66265,                0.60925,                0.62325,                0.22395,                 2.1415,                 1.0788,                0.97359,               0.001109,               0.001109,               0.001109
                     38,                 2.2151,                 1.1564,                0.98146,                0.68327,                0.59563,                0.62372,                0.22641,                 2.1195,                 1.0809,                0.96873,              0.0010842,              0.0010842,              0.0010842
                     39,                 2.2076,                 1.1529,                0.97919,                0.66622,                0.59788,                0.62398,                0.22765,                 2.1331,                 1.0754,                0.96873,              0.0010595,              0.0010595,              0.0010595
                     40,                 2.2225,                 1.1552,                0.97585,                 0.6683,                0.60638,                 0.6261,                0.22751,                 2.1261,                 1.0752,                0.96879,              0.0010347,              0.0010347,              0.0010347
                     41,                 2.2085,                  1.147,                0.97824,                0.67136,                0.60559,                0.62955,                0.23153,                 2.1127,                 1.0626,                0.96652,                0.00101,                0.00101,                0.00101
                     42,                 2.2028,                 1.1392,                0.97656,                 0.6803,                0.60956,                0.63857,                0.23329,                 2.1064,                 1.0683,                 0.9623,             0.00098525,             0.00098525,             0.00098525
                     43,                 2.1882,                 1.1353,                0.97408,                0.68853,                0.61429,                 0.6378,                0.23569,                 2.1002,                 1.0464,                0.96516,              0.0009605,              0.0009605,              0.0009605
                     44,                 2.1873,                 1.1329,                0.97503,                0.69227,                0.61002,                 0.6432,                0.23864,                 2.0996,                 1.0528,                0.96517,             0.00093575,             0.00093575,             0.00093575
                     45,                 2.1782,                  1.123,                0.97018,                0.68679,                0.60671,                0.63792,                0.23703,                 2.0947,                 1.0453,                0.96473,               0.000911,               0.000911,               0.000911
                     46,                 2.1779,                 1.1284,                0.97179,                0.69058,                0.61066,                 0.6357,                0.23529,                  2.097,                 1.0447,                 0.9657,             0.00088625,             0.00088625,             0.00088625
                     47,                 2.1804,                 1.1229,                0.97098,                0.69558,                0.62328,                0.64836,                0.23886,                 2.0913,                 1.0392,                0.96364,              0.0008615,              0.0008615,              0.0008615
                     48,                 2.1728,                  1.115,                0.96954,                0.69313,                0.62349,                0.64674,                0.23737,                 2.0959,                 1.0414,                0.96404,             0.00083675,             0.00083675,             0.00083675
                     49,                 2.1562,                 1.1061,                0.96692,                0.68964,                0.61535,                0.64526,                0.23874,                 2.0972,                 1.0412,                 0.9649,               0.000812,               0.000812,               0.000812
                     50,                 2.1523,                 1.1071,                0.96865,                 0.6821,                0.61652,                0.64016,                0.23794,                 2.0854,                 1.0444,                0.96164,             0.00078725,             0.00078725,             0.00078725
                     51,                 2.1541,                 1.1041,                0.96766,                0.69353,                0.61735,                0.64888,                0.24113,                 2.0767,                 1.0338,                0.96112,              0.0007625,              0.0007625,              0.0007625
                     52,                 2.1445,                 1.0961,                 0.9674,                0.69589,                0.61769,                0.65187,                0.24113,                 2.0794,                 1.0288,                0.96041,             0.00073775,             0.00073775,             0.00073775
                     53,                 2.1484,                 1.1013,                 0.9694,                0.70124,                0.62575,                 0.6556,                0.24471,                 2.0735,                 1.0255,                0.95951,               0.000713,               0.000713,               0.000713
                     54,                 2.1423,                 1.0933,                0.96517,                 0.6981,                0.62481,                0.65307,                0.24336,                 2.0695,                 1.0251,                0.95882,             0.00068825,             0.00068825,             0.00068825
                     55,                 2.1199,                 1.0859,                0.96141,                 0.6965,                0.62328,                0.65229,                0.24534,                 2.0553,                 1.0147,                0.95827,              0.0006635,              0.0006635,              0.0006635
                     56,                 2.1141,                 1.0804,                0.96215,                0.70592,                0.62335,                0.65654,                0.24732,                 2.0575,                 1.0157,                0.95603,             0.00063875,             0.00063875,             0.00063875
                     57,                  2.115,                 1.0798,                0.96217,                0.70067,                0.62461,                0.65726,                0.24749,                  2.051,                 1.0122,                0.95472,               0.000614,               0.000614,               0.000614
                     58,                 2.1063,                 1.0803,                0.96185,                0.71069,                0.62583,                0.66295,                0.24946,                 2.0494,                 1.0066,                0.95627,             0.00058925,             0.00058925,             0.00058925
                     59,                  2.089,                 1.0645,                0.96187,                0.70474,                0.61952,                0.65758,                0.24749,                 2.0544,                 1.0084,                 0.9566,              0.0005645,              0.0005645,              0.0005645
                     60,                 2.0951,                 1.0644,                0.95658,                0.71016,                0.62855,                0.66229,                0.25052,                 2.0455,                 1.0059,                0.95496,             0.00053975,             0.00053975,             0.00053975
                     61,                 2.0894,                 1.0674,                0.95765,                0.71082,                0.63481,                0.66726,                0.25111,                 2.0406,                 1.0048,                0.95273,               0.000515,               0.000515,               0.000515
                     62,                 2.0843,                 1.0568,                0.95813,                0.71102,                0.62806,                0.66092,                0.24969,                 2.0508,                 1.0012,                0.95449,             0.00049025,             0.00049025,             0.00049025
                     63,                 2.0831,                 1.0523,                0.95473,                0.70546,                0.63538,                0.66333,                0.25246,                 2.0373,                0.99246,                0.95453,              0.0004655,              0.0004655,              0.0004655
                     64,                 2.0837,                 1.0541,                0.95576,                0.70756,                0.63376,                 0.6691,                0.25497,                 2.0312,                0.99525,                0.95312,             0.00044075,             0.00044075,             0.00044075
                     65,                 2.0783,                 1.0515,                0.95376,                0.70871,                0.62687,                0.66796,                0.25352,                 2.0371,                0.99264,                0.95283,               0.000416,               0.000416,               0.000416
                     66,                 2.0691,                  1.049,                0.95521,                0.70518,                0.63508,                0.66792,                0.25442,                 2.0314,                0.98963,                0.95303,             0.00039125,             0.00039125,             0.00039125
                     67,                 2.0676,                  1.045,                0.95571,                0.71115,                0.63538,                0.67054,                0.25521,                 2.0343,                0.98707,                0.95411,              0.0003665,              0.0003665,              0.0003665
                     68,                 2.0506,                 1.0349,                0.95045,                0.70788,                0.63335,                0.66814,                0.25479,                 2.0287,                0.98875,                0.95209,             0.00034175,             0.00034175,             0.00034175
                     69,                 2.0586,                 1.0354,                0.95227,                0.71212,                 0.6376,                0.67178,                0.25539,                 2.0298,                0.98927,                0.95249,               0.000317,               0.000317,               0.000317
                     70,                 2.0475,                 1.0265,                0.94788,                0.72099,                0.63711,                0.67335,                0.25821,                 2.0196,                0.98286,                0.95102,             0.00029225,             0.00029225,             0.00029225
                     71,                 2.0259,                 1.0233,                0.96949,                 0.7199,                0.64181,                0.67877,                0.26374,                 1.9922,                0.97694,                 0.9482,              0.0002675,              0.0002675,              0.0002675
                     72,                 2.0098,                 1.0137,                0.96543,                0.71659,                0.64698,                0.68229,                0.26598,                 1.9891,                0.96953,                0.94812,             0.00024275,             0.00024275,             0.00024275
                     73,                 1.9911,                 1.0033,                0.96383,                0.71546,                0.65118,                0.68254,                0.26781,                 1.9835,                0.96568,                0.94789,               0.000218,               0.000218,               0.000218
                     74,                 1.9954,                0.99748,                0.96306,                0.72432,                 0.6483,                0.68349,                0.26889,                 1.9828,                0.96247,                0.94809,             0.00019325,             0.00019325,             0.00019325
                     75,                 1.9802,                0.99526,                0.95843,                0.72382,                0.64616,                0.68505,                0.26942,                 1.9813,                0.96439,                0.94732,              0.0001685,              0.0001685,              0.0001685
                     76,                 1.9769,                0.99566,                0.96279,                0.71929,                 0.6524,                0.68454,                0.26916,                 1.9797,                0.96372,                0.94766,             0.00014375,             0.00014375,             0.00014375
                     77,                 1.9693,                0.98186,                0.96015,                0.72162,                0.64708,                0.68547,                0.26999,                   1.98,                0.95796,                0.94812,               0.000119,               0.000119,               0.000119
                     78,                 1.9673,                0.98557,                0.95886,                0.71586,                0.64901,                0.68246,                0.27012,                 1.9771,                0.95677,                 0.9475,              9.425e-05,              9.425e-05,              9.425e-05
                     79,                 1.9652,                0.98207,                0.95615,                0.71774,                0.65348,                0.68599,                0.27095,                 1.9757,                0.95425,                0.94702,               6.95e-05,               6.95e-05,               6.95e-05
                     80,                  1.954,                0.97552,                0.95616,                 0.7218,                0.65023,                0.68466,                0.27088,                 1.9762,                0.95381,                0.94696,              4.475e-05,              4.475e-05,              4.475e-05
